id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	2	0	0	174	52	108	174	14	0
3	2	80	80	179	38	19	99	42	0
2	5	17	17	217	81	78	200	41	0
4	0	376	376	397	21	0	21	0	0
6	0	537	537	548	8	0	11	3	0
7	0	541	548	599	21	30	58	7	7
5	1	522	522	682	79	58	160	23	0
8	0	686	686	707	21	0	21	0	0
9	0	755	755	756	1	0	1	0	0
10	2	774	774	918	136	8	144	0	0
0	0	0	0	918	460	0	918	458	0
