id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	141	141	159	13	5	18	0	0
1	0	0	0	194	109	73	194	12	0
4	0	390	394	508	42	51	118	25	4
3	0	165	166	578	210	185	413	18	1
5	0	623	623	625	2	0	2	0	0
6	0	850	850	934	41	39	84	4	0
7	0	875	877	935	20	26	60	14	2
8	0	935	935	988	14	29	53	10	0
10	0	1062	1067	1173	30	73	111	8	5
9	0	976	976	1217	126	98	241	17	0
0	0	0	0	1217	610	0	1217	607	0
