id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	0	0	8	2	0	8	6	0
1	0	0	0	30	2	0	30	28	0
6	1	0	0	242	52	42	242	148	0
3	2	0	0	279	25	0	279	254	0
7	3	0	8	357	65	39	357	253	8
5	2	0	0	401	51	201	401	149	0
4	3	0	0	589	80	54	589	455	0
9	3	0	30	812	219	90	812	503	30
10	4	0	46	1026	208	88	1026	730	46
8	3	0	23	1161	416	308	1161	437	23
0	0	0	0	1161	41	0	1161	1120	0
