id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	80	80	160	38	19	80	23	0
2	0	17	17	198	81	78	181	22	0
1	0	0	0	217	52	108	217	57	0
4	0	376	376	397	21	0	21	0	0
6	0	537	537	545	8	0	8	0	0
7	0	541	555	606	21	30	65	14	14
5	0	522	522	674	79	58	152	15	0
8	0	686	686	707	21	0	21	0	0
9	0	755	755	756	1	0	1	0	0
10	0	774	774	918	136	8	144	0	0
0	0	0	0	918	460	0	918	458	0
