id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	0	129	163	34	0	163	129	129
8	0	0	188	203	15	0	203	188	188
3	0	0	102	272	30	8	272	234	102
6	0	0	163	342	38	32	342	272	163
9	0	0	203	473	60	21	473	392	203
4	0	0	125	480	42	54	480	384	125
2	0	0	23	488	97	114	488	277	23
7	0	0	164	554	112	60	554	382	164
1	0	0	0	583	77	75	583	431	0
10	0	0	209	644	87	92	644	465	209
0	0	0	0	644	52	0	644	592	0
