id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	2	2	0	2	0	0
2	0	153	153	155	2	0	2	0	0
3	0	163	163	188	25	0	25	0	0
4	0	249	249	390	80	54	141	7	0
6	0	276	323	436	52	42	160	66	47
7	0	369	393	497	65	39	128	24	24
5	0	255	329	633	51	201	378	126	74
9	0	508	508	945	219	90	437	128	0
10	0	930	948	1248	208	88	318	22	18
8	0	446	497	1529	416	308	1083	359	51
0	0	0	0	1529	409	0	1529	1120	0
