id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	168	68	66	168	34	0
2	0	21	21	198	85	45	177	47	0
3	0	567	567	646	26	25	79	28	0
4	0	576	576	677	65	34	101	2	0
6	0	709	709	715	3	3	6	0	0
5	0	675	677	724	21	26	49	2	2
7	0	759	759	881	68	54	122	0	0
8	0	912	912	1028	80	36	116	0	0
10	0	1222	1226	1239	7	5	17	5	4
9	0	1121	1121	1556	252	181	435	2	0
0	0	0	0	1556	881	0	1556	675	0
