id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	87	115	300	58	4	213	151	28
1	0	0	0	389	151	38	389	200	0
8	0	341	409	560	29	0	219	190	68
5	0	283	323	692	67	0	409	342	40
6	0	290	343	792	76	16	502	410	53
4	0	241	279	861	83	28	620	509	38
2	0	82	95	900	194	58	818	566	13
9	0	377	489	1017	119	11	640	510	112
10	0	405	520	1168	171	46	763	546	115
7	0	294	345	1179	221	31	885	633	51
0	0	0	0	1179	10	0	1179	1169	0
