id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	0	129	163	34	0	163	129	129
8	0	0	188	203	15	0	203	188	188
6	0	0	163	252	38	32	252	182	163
9	0	0	203	384	60	21	384	303	203
3	0	0	102	441	30	8	441	403	102
4	0	0	125	468	42	54	468	372	125
7	0	0	164	573	112	60	573	401	164
1	0	0	0	575	77	75	575	423	0
2	0	0	23	583	97	114	583	372	23
10	0	0	209	592	87	92	592	413	209
0	0	0	0	592	0	0	592	592	0
