id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	141	141	159	13	5	18	0	0
1	6	0	0	203	109	73	203	21	0
4	1	390	390	483	42	51	93	0	0
3	4	165	165	582	210	185	417	22	0
5	0	623	623	625	2	0	2	0	0
7	0	875	875	930	20	26	55	9	0
6	0	850	850	935	41	39	85	5	0
8	0	935	935	978	14	29	43	0	0
10	0	1062	1062	1169	30	73	107	4	0
9	1	976	976	1215	126	98	239	15	0
0	0	0	0	1215	608	0	1215	607	0
