id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	2	2	0	2	0	0
2	0	153	153	155	2	0	2	0	0
3	3	163	163	188	25	0	25	0	0
6	1	276	276	394	52	42	118	24	0
7	1	369	369	478	65	39	109	5	0
5	1	255	255	547	51	201	292	40	0
4	4	249	249	760	80	54	511	377	0
9	4	508	508	1107	219	90	599	290	0
10	3	930	930	1255	208	88	325	29	0
8	3	446	446	1458	416	308	1012	288	0
0	0	0	0	1458	338	0	1458	1120	0
