id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	0	57	65	8	0	65	57	57
9	0	0	101	102	1	0	102	101	101
4	0	0	23	168	21	0	168	147	23
8	0	0	81	179	21	0	179	158	81
7	0	0	65	184	21	30	184	133	65
3	0	0	14	218	38	19	218	161	14
1	0	0	0	323	52	108	323	163	0
2	0	0	4	421	81	78	421	262	4
5	0	0	43	441	79	58	441	304	43
10	0	0	102	460	136	8	460	316	102
0	0	0	0	460	2	0	460	458	0
