id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	126	152	193	41	0	67	26	26
6	0	180	224	239	15	0	59	44	44
8	0	231	239	280	41	0	49	8	8
9	0	254	280	281	1	0	27	26	26
7	0	182	193	290	40	15	108	53	11
1	0	0	0	355	103	54	355	198	0
3	0	27	37	466	76	10	439	353	10
2	0	6	8	549	160	40	543	343	2
5	0	175	290	748	153	30	573	390	115
10	0	261	550	902	271	4	641	366	289
0	0	0	0	902	1	0	902	901	0
