id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	4	4	0	4	0	0
2	0	51	51	54	3	0	3	0	0
5	3	86	86	761	99	101	675	475	0
3	3	55	55	818	50	0	763	713	0
7	3	124	124	872	129	20	748	599	0
6	3	93	101	996	102	22	903	779	8
9	3	171	171	1208	436	47	1037	554	0
4	4	84	84	1427	159	27	1343	1157	0
10	4	312	312	1592	413	45	1280	822	0
8	4	150	150	2409	827	157	2259	1275	0
0	0	0	0	2409	187	0	2409	2222	0
