id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	2	2	0	2	0	0
2	0	0	2	4	2	0	4	2	2
3	0	0	4	29	25	0	29	4	4
7	0	0	118	354	65	39	354	250	118
5	0	0	103	569	51	201	569	317	103
6	0	0	112	583	52	42	583	489	112
4	0	0	29	638	80	54	638	504	29
9	0	0	134	863	219	90	863	554	134
10	0	0	171	872	208	88	872	576	171
8	0	0	129	1294	416	308	1294	570	129
0	0	0	0	1294	174	0	1294	1120	0
