id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	2	2	0	2	0	0
2	0	153	153	155	2	0	2	0	0
3	0	163	163	188	25	0	25	0	0
4	0	249	249	412	80	54	163	29	0
7	0	369	377	481	65	39	112	8	8
6	0	276	332	500	52	42	224	130	56
5	0	255	323	633	51	201	378	126	68
9	0	508	508	945	219	90	437	128	0
10	0	930	945	1254	208	88	324	28	15
8	0	446	481	1535	416	308	1089	365	35
0	0	0	0	1535	415	0	1535	1120	0
