id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	27	37	162	76	10	135	49	10
4	0	126	225	266	41	0	140	99	99
6	0	180	293	308	15	0	128	113	113
1	0	0	0	377	103	54	377	220	0
8	0	231	377	418	41	0	187	146	146
2	0	6	8	494	160	40	488	288	2
9	0	254	494	495	1	0	241	240	240
7	0	182	308	641	40	15	459	404	126
10	0	261	495	813	271	4	552	277	234
5	0	175	266	908	153	30	733	550	91
0	0	0	0	908	7	0	908	901	0
