id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	141	141	159	13	5	18	0	0
1	0	0	0	194	109	73	194	12	0
4	0	390	394	503	42	51	113	20	4
3	0	165	166	586	210	185	421	26	1
5	0	623	623	625	2	0	2	0	0
6	0	850	850	934	41	39	84	4	0
7	0	875	877	935	20	26	60	14	2
8	0	935	935	988	14	29	53	10	0
10	0	1062	1065	1172	30	73	110	7	3
9	0	976	976	1216	126	98	240	16	0
0	0	0	0	1216	609	0	1216	607	0
