id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	27	37	222	76	10	195	109	10
6	0	180	250	265	15	0	85	70	70
9	0	254	347	348	1	0	94	93	93
4	0	126	175	400	41	0	274	233	49
1	0	0	0	477	103	54	477	320	0
7	0	182	265	506	40	15	324	269	83
8	0	231	320	527	41	0	296	255	89
2	0	6	8	629	160	40	623	423	2
5	0	175	222	788	153	30	613	430	47
10	0	261	368	902	271	4	641	366	107
0	0	0	0	902	1	0	902	901	0
