id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	8	0	0	152	77	75	152	0	0
3	2	259	259	313	30	8	54	16	0
2	9	245	245	486	97	114	241	30	0
4	4	720	720	816	42	54	96	0	0
6	2	866	866	954	38	32	88	18	0
5	3	845	845	963	34	0	118	84	0
8	0	1017	1017	1032	15	0	15	0	0
7	3	877	877	1080	112	60	203	31	0
9	1	1123	1123	1204	60	21	81	0	0
10	1	1207	1207	1386	87	92	179	0	0
0	0	0	0	1386	794	0	1386	592	0
