id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	2	87	87	173	58	4	86	24	0
8	2	341	341	552	29	0	211	182	0
5	2	283	283	600	67	0	317	250	0
4	2	241	241	673	83	28	432	321	0
6	3	290	294	736	76	16	446	354	4
7	3	294	304	997	221	31	703	451	10
9	3	377	377	1071	119	11	694	564	0
10	3	405	405	1089	171	46	684	467	0
2	3	82	82	1100	194	58	1018	766	0
1	8	0	0	1207	151	38	1207	1018	0
0	0	0	0	1207	38	0	1207	1169	0
