id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	2	2	0	2	0	0
2	0	0	2	4	2	0	4	2	2
3	0	0	4	29	25	0	29	4	4
4	0	0	29	243	80	54	243	109	29
7	0	0	118	360	65	39	360	256	118
6	0	0	112	613	52	42	613	519	112
5	0	0	103	679	51	201	679	427	103
9	0	0	134	853	219	90	853	544	134
10	0	0	171	862	208	88	862	566	171
8	0	0	129	1284	416	308	1284	560	129
0	0	0	0	1284	164	0	1284	1120	0
