id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	2	2	0	2	0	0
2	0	153	153	155	2	0	2	0	0
3	0	163	163	188	25	0	25	0	0
4	0	249	249	410	80	54	161	27	0
6	0	276	332	456	52	42	180	86	56
7	0	369	393	510	65	39	141	37	24
5	0	255	323	668	51	201	413	161	68
9	0	508	515	952	219	90	444	135	7
10	0	930	955	1255	208	88	325	29	25
8	0	446	510	1536	416	308	1090	366	64
0	0	0	0	1536	416	0	1536	1120	0
