id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
8	1	0	21	137	15	0	137	122	21
3	1	0	0	200	30	8	200	162	0
6	2	0	0	389	38	32	389	319	0
10	2	0	47	442	87	92	442	263	47
9	2	0	33	463	60	21	463	382	33
5	3	0	0	497	34	0	497	463	0
4	3	0	0	536	42	54	536	440	0
7	4	0	9	570	112	60	570	398	9
1	3	0	0	613	77	75	613	461	0
2	4	0	0	700	97	114	700	489	0
0	0	0	0	700	108	0	700	592	0
