id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	374	151	38	374	185	0
3	0	87	154	387	58	4	300	238	67
4	0	241	362	493	83	28	252	141	121
2	0	82	202	509	194	58	427	175	120
8	0	341	520	549	29	0	208	179	179
5	0	283	596	663	67	0	380	313	313
6	0	290	360	780	76	16	490	398	70
9	0	377	387	977	119	11	600	470	10
7	0	294	549	1161	221	31	867	615	255
10	0	405	509	1179	171	46	774	557	104
0	0	0	0	1179	10	0	1179	1169	0
