id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	2	2	0	2	0	0
2	0	0	2	4	2	0	4	2	2
3	0	0	4	120	25	0	120	95	4
7	0	0	59	422	65	39	422	318	59
6	0	0	53	459	52	42	459	365	53
4	0	0	24	485	80	54	485	351	24
5	0	0	44	595	51	201	595	343	44
10	0	0	95	877	208	88	877	581	95
9	0	0	75	897	219	90	897	588	75
8	0	0	70	1299	416	308	1299	575	70
0	0	0	0	1299	179	0	1299	1120	0
