id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	283	365	432	67	0	149	82	82
8	0	341	481	510	29	0	169	140	140
6	0	290	432	606	76	16	316	224	142
9	0	377	510	780	119	11	403	273	133
3	0	87	312	882	58	4	795	733	225
4	0	241	357	934	83	28	693	582	116
7	0	294	434	1118	221	31	824	572	140
10	0	405	521	1136	171	46	731	514	116
1	0	0	0	1163	151	38	1163	974	0
2	0	82	154	1179	194	58	1097	845	72
0	0	0	0	1179	10	0	1179	1169	0
